State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
-0.5649607568815814,0.34712706562441303,-0.6743974124443194,-0.29380132443718215,-0.6288064006828724,-0.6012446349171208,0.06403580449544857,-0.19316696457845894,0.06450375673733362,2.9838719523091095,-1.0814780334469631,2.9847891939130755,0.32409181381795854,-0.5017489622054662,0.32358086100964123,-0.5482969019363597,-0.21274704529265132,-0.5477144616454994,-0.4230983950399629,-0.4075339447014396
-0.7728471994192874,-0.9277305311690159,-0.506740657282053,-0.29380132443718215,-0.6288064006828724,-0.6012446349171208,-0.9347562433517982,1.7693976260358912,-0.9345007395692273,0.506112594440006,-0.923033345723477,0.5055037240628462,0.1833108044942344,0.5400532485285926,0.18504883079873025,0.8773498521482391,0.5935159047652949,0.8778431840204044,1.828550244521116,2.453783330202352
0.5437669366528499,1.4258527244496222,-0.506740657282053,-0.29380132443718215,-0.6288064006828724,-0.6012446349171208,2.7395004236386145,-1.6650904075392214,2.7391208901610558,2.3035448499859927,-0.1836248030138749,2.302808090458571,-0.7860670025634091,1.3834169429323544,-0.784675380677645,-1.7244554740561535,1.8029103298522142,-1.7224795585368462,1.828550244521116,2.453783330202352
0.9595398217282618,0.20002811214824814,-0.506740657282053,-0.29380132443718215,-0.6288064006828724,-0.6012446349171208,-1.271893631343558,0.10121772401369357,-1.2717442956472382,-1.329562900585682,0.08044967652526867,-1.3296884814136851,-0.20283139250798066,0.2423954740331472,-0.20373460882543906,-0.9047085904575092,0.5935159047652949,-0.9041038730619755,0.3274511514803967,-0.4075339447014396
-1.050029122802895,-1.3199944071054557,1.7686010199201339,-0.29380132443718215,-0.6288064006828724,-0.6012446349171208,-1.1114378691442715,0.7881153307287161,-1.1116066322265472,0.23639711600421398,0.4501539478800697,0.2355528706121047,-0.42204753559777974,-0.5017489622054662,-0.42270459206204,0.30709115051439967,-1.4221414703795707,0.31026004732009066,-0.4230983950399629,-0.4075339447014396
-1.8122794121078167,-1.6387088063038129,-0.6743974124443194,-0.29380132443718215,1.5903146006688516,1.544066553508626,-0.6246619613486816,1.3278205931476623,-0.6248305560007391,-0.822336776960163,-1.0814780334469631,-0.8229386337079074,-1.415559229968061,0.4408339903634441,-1.4147726793788842,1.5188908914863088,0.5935159047652949,1.5246239677021567,-1.1736479415603225,-0.4075339447014396
-0.28777883349797356,-0.9277305311690159,-0.506740657282053,-0.29380132443718215,-0.6288064006828724,-0.6012446349171208,0.5472059648258858,0.9353076750247924,0.5470377756539846,-0.8203239748822841,1.136747594681843,-0.8205706437653572,-1.3069567370611885,0.8873206521066122,-1.307522075344631,1.055555696408814,0.1903844297363218,1.0494380858135224,1.0780006980007564,-0.4075339447014396
-0.9114381611110912,0.396160050116468,-0.506740657282053,-0.29380132443718215,-0.6288064006828724,-0.6012446349171208,-0.39389412357892095,0.6409229864326398,-0.39363843265166243,0.5624710526206195,0.8726731151426994,0.5623354826840544,-1.1360083685966664,-0.45213933312289195,-1.1377086189570627,-0.5126557330842443,-0.6158785203216244,-0.5081156381547802,2.5790997910414757,2.453783330202352
1.3060172259577716,-2.2761376047005273,-0.6743974124443194,-0.29380132443718215,-0.6288064006828724,-0.6012446349171208,0.0928817842166686,0.5427947569019224,0.09313764357414583,-0.2647906013876681,-1.8208865761565651,-0.26409300726602164,1.6715671887736037,-2.1388667219304156,1.6731509617739972,0.41401465707074486,0.5935159047652949,0.4158569099620095,0.3274511514803967,-0.4075339447014396
1.5139036684954774,-0.8541810544309335,-0.506740657282053,-0.29380132443718215,-0.6288064006828724,-0.6012446349171208,-0.5795901180342752,-1.5178980632431454,-0.5792284399272973,0.8684169684582339,3.3549732228106492,0.867806185273051,-1.4055034435877949,0.14317621586799875,-1.4058351290426965,0.6635028390355494,-0.6158785203216244,0.6666494587365667,1.0780006980007564,-0.4075339447014396
